token,name,notification_time,initial_price,max_multiple,time_to_5x_mins,volume_5m_pre,volume_5m_post,volume_ratio,market_cap,liquidity_sol,holders,fdv_surge_amount,fdv_surge_percent
Unknown,Solana 6900,2024-10-18 11:57:05,0.009106312955803046,569414748.7963382,1765.0,68551517.6886404,82655946.24485612,1.2057493259343688,515.7K,256.23,36332,131.8K,+34.33%
Unknown,CHAD,2024-10-18 12:28:13,0.0010289097515671275,1022.3235411077362,35.0,213121960.41349903,413934938.7334949,1.9422444215996264,1.3M,263.75,333,1.2,+908.8%
Unknown,Akira Tanaka,2024-10-18 12:39:23,0.00012617317627275495,29.1695389728919,155.0,157361918.87896213,425985811.63935804,2.7070451013438204,217.5K,156.96,1542,62.8K,+40.6%
Unknown,BUBBA,2024-10-18 12:39:33,4.373328909931749e-05,3779.146583543957,70.0,374271631.33008885,1886796330.187387,5.041248580561873,185.3K,285.22,1267,90.4K,+95.2%
Unknown,daemonism,2024-10-18 12:59:21,0.00019257923819217355,193.8284505030032,10.0,874726290.4226438,1891219292.7254791,2.162069796497935,176.2K,136.46,982,55.7K,+46.81%
Unknown,Desy Duk,2024-10-18 13:14:05,0.0002501151669526649,8.542942896507128,1335.0,808036019.5024241,1442220919.5635405,1.7848473146675286,1M,390.07,1339,233.3K,+30.24%
Unknown,Philip J. Fry,2024-10-18 13:32:36,0.000812666771668153,26.91352950414271,25.0,244480157.17143494,469800877.07159287,1.9216319332703882,828K,240.53,308,711.8K,+536.9%
Unknown,Fartcoin,2024-10-18 13:52:18,6.780071396232e-05,3550.0099855154563,80.0,316868525.916311,3731853878.7304363,11.777294282979895,4.8M,762.4,1503,1.6,+48.01%
Unknown,GREN,2024-10-18 14:22:20,0.0007430469299918529,30278.48912632525,25.0,291154889.3583731,694939990.8617952,2.3868395011097205,391.1K,259.01,298,257.9K,+193.6%
Unknown,Game $top,2024-10-18 14:35:51,0.001750572895570672,224.17790342855795,40.0,293758966.4320248,515892189.40862393,1.7561751243702048,1.6M,329.16,359,1.5,+1109.1%
Unknown,Screaming Goats,2024-10-18 14:55:27,4.222752395390571e-05,163667.95154208606,15.0,130997580.09605002,1734041831.4722428,13.237205070512058,1.7M,271.24,365,1.6,+1898.7%
Unknown,Truth Terminal's Queen,2024-10-18 14:58:50,0.00019730203731447454,12.510644610516534,55.0,1331164191.177814,3184042627.5349646,2.3919232868769735,338.3K,168.86,998,92.5K,+37.6%
Unknown,TRIBUTE,2024-10-18 15:35:15,0.00015389834019029428,9.888791430388679,15.0,213321745.58602408,354961088.2152481,1.6639704838347416,792.8K,310.52,573,392.4K,+98.03%
Unknown,Pepe Deng,2024-10-18 15:45:32,0.0008105502917981877,101.89998797665876,20.0,369097785.485231,593796260.3734529,1.6087776294643008,530.7K,244.27,314,396.5K,+295.5%
Unknown,God(se,2024-10-18 16:12:21,7.699611184489853e-05,64.369752981749,10.0,103101850.434991,2065814516.6730542,20.03663860500366,213.2K,79.01,243,151.3K,+244.7%
Unknown,DENSMSOL,2024-10-18 16:26:27,0.0009845165769119455,53775.20759486623,5.0,287853210.231893,1285631105.1479015,4.466273292947485,176.8K,263.93,305,43K,+32.15%
Unknown,GEMBLR CTO,2024-10-18 16:34:33,0.001837337355145367,778.5159099695634,1155.0,190670546.50479296,316257992.2044799,1.6586620115264104,1.2M,329.31,329,1.2,+914.4%
Unknown,Solana Foundation Cat,2024-10-18 16:43:33,0.000661977017484657,6.033114538575646,4995.0,3755900439.7247796,9222517634.279816,2.455474468049428,1.3M,482.09,2084,364.5K,+37.28%
Unknown,Sproto Gremlins,2024-10-18 16:56:15,0.00019539694531280522,7.182102965423971,50.0,1432087236.1557229,1951221648.0056195,1.3625019473279119,308.3K,168.06,582,71.3K,+30.09%
Unknown,robodoge,2024-10-18 16:59:37,0.00010350260727765172,5.111656078281564,15.0,103454228.01898998,799918229.9014812,7.732098003328088,335.3K,176.02,372,94.9K,+39.49%
Unknown,KIBI,2024-10-18 17:19:57,0.0005649883820727146,858.4338660258776,25.0,143650411.758553,344317408.40627193,2.396912088111513,442.4K,253.01,283,307.6K,+228.1%
Unknown,People PUP,2024-10-18 17:48:37,0.0021270677437935457,144223.10167115717,20.0,180343117.18040007,304442675.206352,1.6881302705986454,1.7M,363.28,312,1.6,+1188%
Unknown,Mancat,2024-10-18 18:11:24,0.0011169821500976527,47.52094767413457,15.0,255041407.96633807,418550014.06064796,1.6411061144858907,1M,259.1,336,972.4K,+722%
Unknown,MWILFS,2024-10-18 18:41:17,0.0017539678041670918,940.7516705233908,20.0,253461571.80413175,455515876.2449216,1.7971792449741928,2.1M,379.2,359,1.9,+1437.8%
Unknown,,2024-10-18 18:52:04,0.0003620771334707463,27.13073906580024,10.0,1573548712.9719505,3097521335.2486677,1.968494085828713,5.5M,966.59,2219,1.3,+30.36%
Unknown,,2024-10-18 19:18:52,0.00033612899230323583,46343825474.9763,5.0,8408420.389194,16336804.953256011,1.9429101064274923,379K,109.93,504,291.2K,+383.2%
Unknown,nofap,2024-10-18 20:16:24,9.588021013390223e-05,368.9614847179697,100.0,262110114.65055406,565646447.5625888,2.158048911300925,899.6K,368.76,1290,223K,+32.95%
Unknown,SOLAGOTCHI,2024-10-18 20:21:50,0.0013192822807029725,3809.700254004068,45.0,271392472.32334006,535245392.72185683,1.9722190086545932,968.9K,293.87,326,834.9K,+623.1%
Unknown,DOGAI,2024-10-18 21:20:31,0.0006153550376887505,9.19607077923509,375.0,5591734412.791046,5953591846.8454075,1.0647129150530854,1.2M,347.88,4684,341.8K,+38.18%
Unknown,Dogen On Solana,2024-10-18 21:30:33,0.0013252479054198273,6802.302087214637,30.0,366088587.7942228,620967635.095823,1.6962223237749956,772.9K,313.0,288,639.2K,+477.9%
Unknown,KERORO,2024-10-18 21:38:34,0.0005311690890104637,13.730172256417992,25.0,357677579.2112916,458532251.2704426,1.2819709087764009,390.8K,173.33,2304,99K,+33.94%
Unknown,AI PUNK,2024-10-18 21:50:13,0.0024586633100617595,753.6922920198195,20.0,324400343.3256298,629733719.6934707,1.941223961841959,1.8M,379.14,313,1.6,+1218.9%
