timestamp,token_name,token_address,top_10_clusters_total,cluster_number,cluster_total_percentage,wallet_address,wallet_percentage
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,1,5.0,AM84n1iLdxgVTAyENBcLdjXoyvjentTbu5Q6EpKV1PeG,5.0
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,2,2.07,53PqfBCFvz1o1w5gCehpyg3UiqPAp9bJHqJgsEGFfqzy,2.07
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,3,1.67,FeViqyj2CLo23s3tdat8gDT1QGEm1tynkL5kTyxkKmsJ,1.67
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,4,1.44,CLbYkiuLRopKF6SbhzhjM5fQd9z44P6pv2MX7PajzAX2,1.44
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,5,1.4,AwBvWS2RPCuVW4fd6d1Bp3uk97BsYp7tEBBH43pz6Mj6,1.4
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,6,1.38,8YeS1k8C9E3dLYMhRm8gkxEYkgmQahRprzSC2iAY4a5B,1.38
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,7,1.38,GZtGBLrTk71Qtn4j5GKCtPqez8A2hkymsKKgbskfv3hK,1.38
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,8,1.34,7ymoKS9HPFgmxj8mVmVVzLtHoqDa6uK15JnWvcktUoA4,1.34
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,9,1.34,Bq3pWvJeDhHrRpSwdhfx2eq68fy6EhcTuxi5ANr6tAKq,1.34
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,10,1.34,52GS4cWb7xiYzXDNGq7yZNWusFABmiqSagCsLeUSMTmW,1.34
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,11,1.32,2LN51rMuzDq7ub7KGCZ7TBgzU16FBPGKW37euEyqk1dA,1.32
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,12,1.3,5mASNnbyZuQHxoMYHmRii7s2bA2F1o6qfAZ42auSa3Sa,1.3
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,13,1.23,DreHVRTqQmvq9hCLWvPcEbXjcnPcuk9n7E5EEAaycjH9,1.23
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,14,1.23,4ruZZmS1mh6WUP6wCMJp8RcBLgqbpjFGTs3E5DLP62B8,1.23
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,15,1.2,5jU4mzxy52BdkhpPpbmnuBXqSKr3UdQ5izRLsVYMpSHC,1.2
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,16,1.2,68gSsSJrXT7Z4rD1k7dNyBe8xG1RRoVmYNE9WYbt4uA8,1.2
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,17,1.19,J4jbCfhxd2yrk5mTP2JHxeUY5BFFuoXfane5HkaPdGpu,1.19
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,18,1.18,3gEbhg4fSzog6scomsqT7E4iL8SxpdErMfCi6PNXvEzw,1.18
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,19,1.18,6AxnHJQEt9TeJbaWdrW3MueYgzRSgUZWoQBjV4HeDnar,1.18
2024-11-30 04:09:00,Aimonica Brands**,FVdo7CDJarhYoH6McyTFqx71EtzCPViinvdd1v86Qmy5,18.36,20,1.18,7bhZt5fWkUR5gkQ44Z2b3QGJMQ1v3GSkea1G8kUZX2E4,1.18
